"","sample_number","sample_name","samplename_sequencing_manifest","final_libary_names","dship_operation","niskin.bottle","description","Est_depth","Other_Depth_m","Bottle_Depth_m","Bottle_Temp","Bottle_Salinity","type","date_filtered","volume_filtered","rna_shield","filtered_by","field_box_cell","location_field","notes","sample_conc_ng.ul","extracted.by","extracted.on","final_storage_box_cell","sequencing_job","sequencing_run_plate_well","sequencing_notes","sequencing_job_2","sample_sequencing2_manifest2","sequencing2_run_plate_well","sequencing2_notes","libraryname_pro","libraryname_euk","proQC","eukQC"
"20200907_FYI_DMSCore2_sec9_1222_18S.exp.",1222,"20200907_FYI_DMSCore2_sec9","20200907_FYI_DMSCore2_sec9_1222","20200907_FYI_DMSCore2_sec9_1222","PS122/5_61-6 SI_corer_9cm","","Hendrik Schaeffer-Jacqueline Steffels","",NA,NA,NA,NA,"DMS ice core","20200915","200","no","Al Webb","15_37","JBCOLD_1","","0.437","emelia",20201207,"14_21","2012220-1","4_12_F7","","","","","","20200907_FYI_DMSCore2_sec9_1222_16S.exp.","20200907_FYI_DMSCore2_sec9_1222_18S.exp.",NA,NA
"20200907_FYI_DMSCore2_sec10_1223_18S.exp.",1223,"20200907_FYI_DMSCore2_sec10","20200907_FYI_DMSCore2_sec10_1223","20200907_FYI_DMSCore2_sec10_1223","PS122/5_61-6 SI_corer_9cm","","Hendrik Schaeffer-Jacqueline Steffels","",NA,NA,NA,NA,"DMS ice core","20200915","300","no","Al Webb","15_38","JBCOLD_1","","0.949","emelia",20201207,"14_22","2012220-1","4_12_F8","","","","","","20200907_FYI_DMSCore2_sec10_1223_16S.exp.","20200907_FYI_DMSCore2_sec10_1223_18S.exp.",NA,NA
"20200907_FYI_DMSCore2_sec11_1224_18S.exp.",1224,"20200907_FYI_DMSCore2_sec11","20200907_FYI_DMSCore2_sec11_1224","20200907_FYI_DMSCore2_sec11_1224","PS122/5_61-6 SI_corer_9cm","","Hendrik Schaeffer-Jacqueline Steffels","",NA,NA,NA,NA,"DMS ice core","20200915","350","no","Al Webb","15_39","JBCOLD_1","","1.99","emelia",20201207,"14_23","2012220-1","4_12_F9","","","","","","20200907_FYI_DMSCore2_sec11_1224_16S.exp.","20200907_FYI_DMSCore2_sec11_1224_18S.exp.",NA,NA
"20200907_FYI_DMSCore2_sec12_1225_18S.exp.",1225,"20200907_FYI_DMSCore2_sec12","20200907_FYI_DMSCore2_sec12_1225","20200907_FYI_DMSCore2_sec12_1225","PS122/5_61-6 SI_corer_9cm","","Hendrik Schaeffer-Jacqueline Steffels","",NA,NA,NA,NA,"DMS ice core","20200915","300","no","Al Webb","15_40","JBCOLD_1","","1.11","emelia",20201207,"14_24","2012220-1","4_12_F10","","","","","","20200907_FYI_DMSCore2_sec12_1225_16S.exp.","20200907_FYI_DMSCore2_sec12_1225_18S.exp.",NA,NA
"20200907_FYI_DMSCore2_sec13_1226_18S.exp.",1226,"20200907_FYI_DMSCore2_sec13","20200907_FYI_DMSCore2_sec13_1226","20200907_FYI_DMSCore2_sec13_1226","PS122/5_61-6 SI_corer_9cm","","Hendrik Schaeffer-Jacqueline Steffels","",NA,NA,NA,NA,"DMS ice core","20200915","350","no","Al Webb","15_41","JBCOLD_1","","2.24","emelia",20201207,"14_25","2012220-1","4_12_F11","needs to be resequenced due to bad library build"," A21604-1","20200907_FYI_DMSCore2_sec13_1226","1_2_C2","","20200907_FYI_DMSCore2_sec13_1226_16S.exp.","20200907_FYI_DMSCore2_sec13_1226_18S.exp.",NA,NA
"20200907_FYI_DMSCore2_sec14_1227_18S.exp.",1227,"20200907_FYI_DMSCore2_sec14","20200907_FYI_DMSCore2_sec14_1227","20200907_FYI_DMSCore2_sec14_1227","PS122/5_61-6 SI_corer_9cm","","Hendrik Schaeffer-Jacqueline Steffels","",NA,NA,NA,NA,"DMS ice core","20200915","300","no","Al Webb","15_42","JBCOLD_1","","1.49","emelia",20201207,"14_26","2012220-1","4_12_F12","","","","","","20200907_FYI_DMSCore2_sec14_1227_16S.exp.","20200907_FYI_DMSCore2_sec14_1227_18S.exp.",NA,NA
"20200907_FYI_DMSCore2_sec15_1228_18S.exp.",1228,"20200907_FYI_DMSCore2_sec15","20200907_FYI_DMSCore2_sec15_1228","20200907_FYI_DMSCore2_sec15_1228","PS122/5_61-6 SI_corer_9cm","","Hendrik Schaeffer-Jacqueline Steffels","",NA,NA,NA,NA,"DMS ice core","20200915","200","no","Al Webb","15_43","JBCOLD_1","","1.22","emelia",20201207,"14_27","2012220-1","4_12_G1","","","","","","20200907_FYI_DMSCore2_sec15_1228_16S.exp.","20200907_FYI_DMSCore2_sec15_1228_18S.exp.","A",NA
"20200907_FYI_DMSCore2_sec16_1229_18S.exp.",1229,"20200907_FYI_DMSCore2_sec16","20200907_FYI_DMSCore2_sec16_1229","20200907_FYI_DMSCore2_sec16_1229","PS122/5_61-6 SI_corer_9cm","","Hendrik Schaeffer-Jacqueline Steffels","",NA,NA,NA,NA,"DMS ice core","20200915","500","no","Al Webb","15_44","JBCOLD_1","","5.33","emelia",20201207,"14_28","2012220-1","4_12_G2","needs to be resequenced due to bad library build"," A21604-1","20200907_FYI_DMSCore2_sec16_1229","1_2_C3","","20200907_FYI_DMSCore2_sec16_1229_16S.exp.","20200907_FYI_DMSCore2_sec16_1229_18S.exp.","C",NA
"20200907_FYI_DMSCore2_snow_1230_18S.exp.",1230,"20200907_FYI_DMSCore2_snow","20200907_FYI_DMSCore2_snow_1230","20200907_FYI_DMSCore2_snow_1230","PS122/5_61-6 SI_corer_9cm","","Hendrik Schaeffer-Jacqueline Steffels","",NA,NA,NA,NA,"DMS ice core","20200915","500","no","Al Webb","15_45","JBCOLD_1","","TOO LOW","emelia",20201207,"14_29","2012220-1","4_12_G3","needs to be resequenced due to bad library build"," A21604-1","20200907_FYI_DMSCore2_snow_1230","1_2_C8","","20200907_FYI_DMSCore2_snow_1230_16S.exp.","20200907_FYI_DMSCore2_snow_1230_18S.exp.","C",NA
"20200907_FYI_DMSCore2_sec1_1231_18S.exp.",1231,"20200907_FYI_DMSCore2_sec1","20200907_FYI_DMSCore2_sec1_1231","20200907_FYI_DMSCore2_sec1_1231","PS122/5_61-6 SI_corer_9cm","","Hendrik Schaeffer-Jacqueline Steffels","",NA,NA,NA,NA,"DMS ice core","20200915","100","no","Al Webb","15_46","JBCOLD_1","","0.133","emelia",20201207,"14_30","2012220-1","4_12_G4","needs to be resequenced due to bad library build"," A21604-1","20200907_FYI_DMSCore2_sec1_1231","1_2_C1","","20200907_FYI_DMSCore2_sec1_1231_16S.exp.","20200907_FYI_DMSCore2_sec1_1231_18S.exp.",NA,NA
"20200907_FYI_DMSCore2_sec2_1232_18S.exp.",1232,"20200907_FYI_DMSCore2_sec2","20200907_FYI_DMSCore2_sec2_1232","20200907_FYI_DMSCore2_sec2_1232","PS122/5_61-6 SI_corer_9cm","","Hendrik Schaeffer-Jacqueline Steffels","",NA,NA,NA,NA,"DMS ice core","20200915","150","no","Al Webb","15_47","JBCOLD_1","","0.434","emelia",20201207,"14_31","2012220-1","4_12_G5","needs to be resequenced due to bad library build"," A21604-1","20200907_FYI_DMSCore2_sec2_1232","1_2_C4","","20200907_FYI_DMSCore2_sec2_1232_16S.exp.","20200907_FYI_DMSCore2_sec2_1232_18S.exp.","C","C"
"20200915_PS_N4_1233_18S.exp.",1233,"20200915_PS_N4","20200915_PS_N4_1233","20200915_PS_N4_1233","PS122/5_62-38 CTD_SBE9plus_321","4","High res DIC/Nuts/FCM cast ","",NA,414.835,1.3069,34.9061,"CTD ","20200915","1000","no","emelia","15_48","JBCOLD_1","big black hair-like thing removed from filter","1.12","emelia",20201207,"14_32","2012220-1","4_12_G6","","","","","","20200915_PS_N4_1233_16S.exp.","20200915_PS_N4_1233_18S.exp.",NA,NA
"20200915_PS_N9_1234_18S.exp.",1234,"20200915_PS_N9","20200915_PS_N9_1234","20200915_PS_N9_1234","PS122/5_62-38 CTD_SBE9plus_321","9","High res DIC/Nuts/FCM cast ","",NA,101.337,-1.2569,34.3405,"CTD ","20200915","500","no","emelia","15_49","JBCOLD_1","","1.19","emelia",20201207,"14_33","2012220-1","4_12_G7","needs to be resequenced due to bad library build","","20200915_PS_N9_1234","1_2_D10","","20200915_PS_N9_1234_16S.exp.","20200915_PS_N9_1234_18S.exp.",NA,"B"
"20200915_PS_N11_1235_18S.exp.",1235,"20200915_PS_N11","20200915_PS_N11_1235","20200915_PS_N11_1235","PS122/5_62-38 CTD_SBE9plus_321","11","High res DIC/Nuts/FCM cast ","",NA,81.17,-1.5913,34.0701,"CTD ","20200915","1000","no","emelia","15_50","JBCOLD_1","","2.19","emelia",20201207,"14_34","2012220-1","4_12_G8","","","","","","20200915_PS_N11_1235_16S.exp.","20200915_PS_N11_1235_18S.exp.",NA,NA
"20200915_PS_N14_1236_18S.exp.",1236,"20200915_PS_N14","20200915_PS_N14_1236","20200915_PS_N14_1236","PS122/5_62-38 CTD_SBE9plus_321","14","High res DIC/Nuts/FCM cast ","",NA,50.778,-1.6928,33.006,"CTD ","20200915","1000","no","emelia","15_51","JBCOLD_1","","2.61","emelia",20201207,"14_35","2012220-1","4_12_G9","","","","","","20200915_PS_N14_1236_16S.exp.","20200915_PS_N14_1236_18S.exp.",NA,NA
"20200915_PS_N15_1237_18S.exp.",1237,"20200915_PS_N15","20200915_PS_N15_1237","20200915_PS_N15_1237","PS122/5_62-38 CTD_SBE9plus_321","15","High res DIC/Nuts/FCM cast ","",NA,45.495,-1.6916,32.8102,"CTD ","20200915","1000","no","emelia","15_52","JBCOLD_1","","2.88","emelia",20201207,"14_36","2012220-1","4_12_G10","","","","","","20200915_PS_N15_1237_16S.exp.","20200915_PS_N15_1237_18S.exp.",NA,NA
"20200915_PS_N16_1238_18S.exp.",1238,"20200915_PS_N16","20200915_PS_N16_1238","20200915_PS_N16_1238","PS122/5_62-38 CTD_SBE9plus_321","16","High res DIC/Nuts/FCM cast ","",NA,40.42,-1.6675,32.6116,"CTD ","20200915","1000","no","emelia","15_53","JBCOLD_1","","2.79","emelia",20201207,"14_37","2012220-1","4_12_G11","","","","","","20200915_PS_N16_1238_16S.exp.","20200915_PS_N16_1238_18S.exp.",NA,NA
"20200915_PS_N18_1239_18S.exp.",1239,"20200915_PS_N18","20200915_PS_N18_1239","20200915_PS_N18_1239","PS122/5_62-38 CTD_SBE9plus_321","18","High res DIC/Nuts/FCM cast ","",NA,30.65,-1.6147,31.9651,"CTD ","20200915","1000","no","emelia","15_54","JBCOLD_1","","3.46","emelia",20201207,"14_38","2012220-1","4_12_G12","","","","","","20200915_PS_N18_1239_16S.exp.","20200915_PS_N18_1239_18S.exp.",NA,NA
"20200915_PS_N20_1240_18S.exp.",1240,"20200915_PS_N20","20200915_PS_N20_1240","20200915_PS_N20_1240","PS122/5_62-38 CTD_SBE9plus_321","20","High res DIC/Nuts/FCM cast ","",NA,20.409,-1.5602,29.4572,"CTD ","20200915","1000","no","emelia","15_55","JBCOLD_1","","12.3","emelia",20201207,"14_39","2012220-1","4_12_H1","needs to be resequenced due to bad library build"," A21604-1","20200915_PS_N20_1240","1_2_D7","","20200915_PS_N20_1240_16S.exp.","20200915_PS_N20_1240_18S.exp.",NA,NA
"20200915_PS_N22_1241_18S.exp.",1241,"20200915_PS_N22","20200915_PS_N22_1241","20200915_PS_N22_1241","PS122/5_62-38 CTD_SBE9plus_321","22","High res DIC/Nuts/FCM cast ","",NA,9.773,-1.5026,29.3672,"CTD ","20200915","1000","no","emelia","15_56","JBCOLD_1","","7.13","emelia",20201207,"14_40","2012220-1","4_12_H2","needs to be resequenced due to bad library build"," A21604-1","20200915_PS_N22_1241","1_2_D8","","20200915_PS_N22_1241_16S.exp.","20200915_PS_N22_1241_18S.exp.","B",NA
"20200915_PS_N24_1242_18S.exp.",1242,"20200915_PS_N24","20200915_PS_N24_1242","20200915_PS_N24_1242","PS122/5_62-38 CTD_SBE9plus_321","24","High res DIC/Nuts/FCM cast ","",NA,2.215,-1.5383,29.3668,"CTD ","20200915","1000","no","emelia","15_57","JBCOLD_1","","1.56","emelia",20201207,"14_41","2012220-1","4_12_H3","needs to be resequenced due to bad library build"," A21604-1","20200915_PS_N24_1242","1_2_D9","","20200915_PS_N24_1242_16S.exp.","20200915_PS_N24_1242_18S.exp.","C",NA
"20200915_RSLead_St8_top_1243_18S.exp.",1243,"20200915_RSLead_St8_top","20200915_RSLead_St8_top_1243","20200915_RSLead_St8_top_1243","PS122/5_62-40 peristaltic_pump","","BGC survey of Lead","surface",NA,NA,NA,NA,"Lead ","20200915","500","no","emelia","15_58","JBCOLD_1","","2.76","emelia",20201207,"14_42","2012220-1","4_12_H4","needs to be resequenced due to bad library build"," A21604-1","20200915_RSLead_St8_top_1243","1_2_D11","","20200915_RSLead_St8_top_1243_16S.exp.","20200915_RSLead_St8_top_1243_18S.exp.","B","B"
"20200915_RSLead_St8_middle_1244_18S.exp.",1244,"20200915_RSLead_St8_middle","20200915_RSLead_St8_middle_1244","20200915_RSLead_St8_middle_1244","PS122/5_62-40 peristaltic_pump","","BGC survey of Lead","middle ",NA,NA,NA,NA,"Lead ","20200915","500","no","emelia","15_59","JBCOLD_1","","2.73","emelia",20201207,"14_43","2012220-1","4_12_H5","","","","","","20200915_RSLead_St8_middle_1244_16S.exp.","20200915_RSLead_St8_middle_1244_18S.exp.",NA,NA
"20200915_RSLead_St8_bottom_1245_18S.exp.",1245,"20200915_RSLead_St8_bottom","20200915_RSLead_St8_bottom_1245","20200915_RSLead_St8_bottom_1245","PS122/5_62-40 peristaltic_pump","","BGC survey of Lead","lower",NA,NA,NA,NA,"Lead ","20200915","500","no","emelia","15_60","JBCOLD_1","","3.07","emelia",20201207,"14_44","2012220-1","4_12_H6","","","","","","20200915_RSLead_St8_bottom_1245_16S.exp.","20200915_RSLead_St8_bottom_1245_18S.exp.",NA,NA
"20200916_FT_DNA_1246_18S.exp.",1246,"20200916_FT_DNA","20200916_FT_DNA_1246","20200916_FT_DNA_1246","PS122/5_62-247 seawatertap_ps","","16.09.2020 15:24","11 m",11,NA,NA,NA,"FT_DNA","20200916","1000","no","emelia","15_61","JBCOLD_1","","10.3","emelia",20201207,"14_45","2012220-1","4_12_H7","","","","","","20200916_FT_DNA_1246_16S.exp.","20200916_FT_DNA_1246_18S.exp.",NA,NA
"20200912_Oclead_iceexp7_a_1247_18S.exp.",1247,"20200912_Oclead_iceexp7_a","20200912_Oclead_iceexp7_a_1247","20200912_Oclead_iceexp7_a_1247","PS122_5-61-262_14cm_ice_corer","","DMS experiment","",NA,NA,NA,NA,"experiment","20200916","400","no","emelia","15_62","JBCOLD_1","","2.99","emelia",20201207,"14_46","2012220-1","4_12_H8","needs to be resequenced due to bad library build"," A21604-1","20200912_Oclead_iceexp7_a_1247","1_2_D6","","20200912_Oclead_iceexp7_a_1247_16S.exp.","20200912_Oclead_iceexp7_a_1247_18S.exp.","B",NA
"20200912_Oclead_iceexp7_b_1248_18S.exp.",1248,"20200912_Oclead_iceexp7_b","20200912_Oclead_iceexp7_b_1248","20200912_Oclead_iceexp7_b_1248","PS122_5-61-262_14cm_ice_corer","","DMS experiment","",NA,NA,NA,NA,"experiment","20200916","300","no","emelia","15_63","JBCOLD_1","","3.35","emelia",20201207,"14_47","2012220-1","4_12_H9","","","","","","20200912_Oclead_iceexp7_b_1248_16S.exp.","20200912_Oclead_iceexp7_b_1248_18S.exp.",NA,NA
"20200912_Oclead_iceexp7_c_1249_18S.exp.",1249,"20200912_Oclead_iceexp7_c","20200912_Oclead_iceexp7_c_1249","20200912_Oclead_iceexp7_c_1249","PS122_5-61-262_14cm_ice_corer","","DMS experiment","",NA,NA,NA,NA,"experiment","20200916","200","no","emelia","15_64","JBCOLD_1","","2.3","emelia",20201207,"14_48","2012220-1","4_12_H10","","","","","","20200912_Oclead_iceexp7_c_1249_16S.exp.","20200912_Oclead_iceexp7_c_1249_18S.exp.",NA,NA
"20200912_MP4b_surfaceice_exp8_a_1250_18S.exp.",1250,"20200912_MP4b_surfaceice_exp8_a","20200912_MP4b_surfaceice_exp8_a_1250","20200912_MP4b_surfaceice_exp8_a_1250","PS122/5_61-206 SI_corer_9cm","","DMS experiment","",NA,NA,NA,NA,"experiment","20200916","600","no","emelia","15_65","JBCOLD_1","","5.96","emelia",20201207,"14_49","2012220-1","4_12_H11","","","","","","20200912_MP4b_surfaceice_exp8_a_1250_16S.exp.","20200912_MP4b_surfaceice_exp8_a_1250_18S.exp.",NA,NA
"20200912_MP4b_surfaceice_exp8_b_1251_18S.exp.",1251,"20200912_MP4b_surfaceice_exp8_b","20200912_MP4b_surfaceice_exp8_b_1251","20200912_MP4b_surfaceice_exp8_b_1251","PS122/5_61-206 SI_corer_9cm","","DMS experiment","",NA,NA,NA,NA,"experiment","20200916","600","no","emelia","15_66","JBCOLD_1","","3.64","emelia",20201207,"14_50","2012220-1","4_12_H12","","","","","","20200912_MP4b_surfaceice_exp8_b_1251_16S.exp.","20200912_MP4b_surfaceice_exp8_b_1251_18S.exp.",NA,NA
"20200912_MP4b_surfaceice_exp8_c_1252_18S.exp.",1252,"20200912_MP4b_surfaceice_exp8_c","20200912_MP4b_surfaceice_exp8_c_1252","20200912_MP4b_surfaceice_exp8_c_1252","PS122/5_61-206 SI_corer_9cm","","DMS experiment","",NA,NA,NA,NA,"experiment","20200916","600","no","emelia","15_67","JBCOLD_1","","5.13","emelia",20201207,"14_51","2012220-1","4_13_A1","","","","","","20200912_MP4b_surfaceice_exp8_c_1252_16S.exp.","20200912_MP4b_surfaceice_exp8_c_1252_18S.exp.",NA,NA
"20200917_FT_DNA_1253_18S.exp.",1253,"20200917_FT_DNA","20200917_FT_DNA_1253","20200917_FT_DNA_1253","PS122/5_62-248 seawatertap_ps","","17.09.2020 15:45","11 m",11,NA,NA,NA,"FT_DNA","20200917","1000","no","emelia","15_68","JBCOLD_1","","7.36","emelia",20201207,"14_52","2012220-1","4_13_A2","","","","","","20200917_FT_DNA_1253_16S.exp.","20200917_FT_DNA_1253_18S.exp.",NA,NA
"20200917_MP1_top_1254_18S.exp.",1254,"20200917_MP1_top","20200917_MP1_top_1254","20200917_MP1_top_1254","PS122/5_62-117 peristaltic_pump","","BGC meltpond sampling, station 1","surface",0,NA,NA,NA,"Melt_Pond","20200917","500","no","emelia","15_69","JBCOLD_1","","3.78","emelia",20201207,"14_53","2012220-1","4_13_A3","","","","","","20200917_MP1_top_1254_16S.exp.","20200917_MP1_top_1254_18S.exp.",NA,NA
"20200917_MP1_bottom_1255_18S.exp.",1255,"20200917_MP1_bottom","20200917_MP1_bottom_1255","20200917_MP1_bottom_1255","PS122/5_62-117 peristaltic_pump","","BGC meltpond sampling, station 1","bottom",NA,NA,NA,NA,"Melt_Pond","20200917","500","no","emelia","15_70","JBCOLD_1","","2.93","emelia",20201207,"14_54","2012220-1","4_13_A4","","","","","","20200917_MP1_bottom_1255_16S.exp.","20200917_MP1_bottom_1255_18S.exp.",NA,NA
"20200917_PS_N1_1256_18S.exp.",1256,"20200917_PS_N1","20200917_PS_N1_1256","20200917_PS_N1_1256","PS122/5_62-91 CTD_SBE9plus_321","1","ECO/BGC/OCEAN deep cast","bottom",NA,4389.364,-0.6295,34.9441,"CTD","20200917","1000","no","emelia","15_71","JBCOLD_1","","0.39","emelia",20201207,"14_55","2012220-1","4_13_A5","","","","","","20200917_PS_N1_1256_16S.exp.","20200917_PS_N1_1256_18S.exp.",NA,NA
"20200917_PS_N7_1258_18S.exp.",1258,"20200917_PS_N7","20200917_PS_N7_1258","20200917_PS_N7_1258","PS122/5_62-91 CTD_SBE9plus_321","7","ECO/BGC/OCEAN deep cast","1000",NA,1013.359,0.0015,34.9068,"CTD","20200917","1000","no","emelia","15_73","JBCOLD_1","","0.624","emelia",20201207,"14_56","2012220-1","4_13_A6","","","","","","20200917_PS_N7_1258_16S.exp.","20200917_PS_N7_1258_18S.exp.",NA,NA
"20200917_PS_N8_1259_18S.exp.",1259,"20200917_PS_N8","20200917_PS_N8_1259","20200917_PS_N8_1259","PS122/5_62-91 CTD_SBE9plus_321","8","ECO/BGC/OCEAN deep cast","500",NA,506.392,0.9204,34.8868,"CTD","20200917","1000","no","emelia","15_74","JBCOLD_1","","1.11","emelia",20201207,"14_57","2012220-1","4_13_A7","","","","","","20200917_PS_N8_1259_16S.exp.","20200917_PS_N8_1259_18S.exp.",NA,NA
"20200917_PS_N9_1260_18S.exp.",1260,"20200917_PS_N9","20200917_PS_N9_1260","20200917_PS_N9_1260","PS122/5_62-91 CTD_SBE9plus_321","9","ECO/BGC/OCEAN deep cast","t max",NA,318.359,1.3506,34.8844,"CTD","20200917","1000","no","emelia","15_75","JBCOLD_1","","1.62","emelia",20201207,"14_58","2012220-1","4_13_A8","","","","","","20200917_PS_N9_1260_16S.exp.","20200917_PS_N9_1260_18S.exp.",NA,NA
"20200917_PS_N12_1262_18S.exp.",1262,"20200917_PS_N12","20200917_PS_N12_1262","20200917_PS_N12_1262","PS122/5_62-91 CTD_SBE9plus_321","12","ECO/BGC/OCEAN deep cast","100",NA,100.947,-1.5706,34.2564,"CTD","20200917","1000","no","emelia","15_77","JBCOLD_1","","2.85","emelia",20201207,"14_59","2012220-1","4_13_A9","","","","","","20200917_PS_N12_1262_16S.exp.","20200917_PS_N12_1262_18S.exp.",NA,NA
"20200917_PS_N14_1263_18S.exp.",1263,"20200917_PS_N14","20200917_PS_N14_1263","20200917_PS_N14_1263","PS122/5_62-91 CTD_SBE9plus_321","14","ECO/BGC/OCEAN deep cast","50",NA,50.415,-1.7467,33.1267,"CTD","20200917","1000","no","emelia","15_78","JBCOLD_1","","3.76","emelia",20201207,"14_60","2012220-1","4_13_A10","","","","","","20200917_PS_N14_1263_16S.exp.","20200917_PS_N14_1263_18S.exp.",NA,NA
"20200917_PS_N16_1264_18S.exp.",1264,"20200917_PS_N16","20200917_PS_N16_1264","20200917_PS_N16_1264","PS122/5_62-91 CTD_SBE9plus_321","16","ECO/BGC/OCEAN deep cast","shallow oxy min",NA,41.877,-1.6902,32.8465,"CTD","20200917","1000","no","emelia","15_79","JBCOLD_1","","3.82","emelia",20201207,"14_61","2012220-1","4_13_A11","","","","","","20200917_PS_N16_1264_16S.exp.","20200917_PS_N16_1264_18S.exp.",NA,NA
"20200917_PS_N19_1266_18S.exp.",1266,"20200917_PS_N19","20200917_PS_N19_1266","20200917_PS_N19_1266","PS122/5_62-91 CTD_SBE9plus_321","19","ECO/BGC/OCEAN deep cast","chl max",NA,16.075,-1.5834,29.371,"CTD","20200917","1000","no","emelia","15_81","JBCOLD_1","","4.26","emelia",20201207,"14_62","2012220-1","4_13_A12","","","","","","20200917_PS_N19_1266_16S.exp.","20200917_PS_N19_1266_18S.exp.",NA,NA
"20200917_PS_N122_1268_18S.exp.",1268,"20200917_PS_N122","20200917_PS_N122_1268","20200917_PS_N122_1268","PS122/5_62-91 CTD_SBE9plus_321","22","ECO/BGC/OCEAN deep cast","10",NA,10.162,-1.5904,29.2529,"CTD","20200917","1000","no","emelia","10_2","JBCOLD_1","","5.55","emelia",20201207,"14_63","2012220-1","4_13_B1","","","","","","20200917_PS_N122_1268_16S.exp.","20200917_PS_N122_1268_18S.exp.",NA,NA
"20200917_PS_N23_1269_18S.exp.",1269,"20200917_PS_N23","20200917_PS_N23_1269","20200917_PS_N23_1269","PS122/5_62-91 CTD_SBE9plus_321","23","ECO/BGC/OCEAN deep cast","2",NA,2.263,-1.5845,29.2485,"CTD","20200917","1000","no","emelia","10_3","JBCOLD_1","","5.63","emelia",20201207,"14_64","2012220-1","4_13_B2","","","","","","20200917_PS_N23_1269_16S.exp.","20200917_PS_N23_1269_18S.exp.",NA,NA
"20200912_MP4b_bottomiceexp_light_a_1270_18S.exp.",1270,"20200912_MP4b_bottomiceexp_light_a","20200912_MP4b_bottomiceexp_light_a_1270","20200912_MP4b_bottomiceexp_light_a_1270","PS122/5_61-206 SI_corer_9cm","","DMS ice exp 9","",NA,NA,NA,NA,"experiment","20200917","250","no","emelia","10_4","JBCOLD_1","","25.4","emelia",20201207,"14_65","2012220-1","4_13_B3","","","","","","20200912_MP4b_bottomiceexp_light_a_1270_16S.exp.","20200912_MP4b_bottomiceexp_light_a_1270_18S.exp.",NA,NA
"20200912_MP4b_bottomiceexp_light_b_1271_18S.exp.",1271,"20200912_MP4b_bottomiceexp_light_b","20200912_MP4b_bottomiceexp_light_b_1271","20200912_MP4b_bottomiceexp_light_b_1271","PS122/5_61-206 SI_corer_9cm","","DMS ice exp 9","",NA,NA,NA,NA,"experiment","20200917","200","no","emelia","10_5","JBCOLD_1","","19.2","emelia",20201207,"14_66","2012220-1","4_13_B4","","","","","","20200912_MP4b_bottomiceexp_light_b_1271_16S.exp.","20200912_MP4b_bottomiceexp_light_b_1271_18S.exp.",NA,NA
"20200912_MP4b_bottomiceexp_light_c_1272_18S.exp.",1272,"20200912_MP4b_bottomiceexp_light_c","20200912_MP4b_bottomiceexp_light_c_1272","20200912_MP4b_bottomiceexp_light_c_1272","PS122/5_61-206 SI_corer_9cm","","DMS ice exp 9","",NA,NA,NA,NA,"experiment","20200917","200","no","emelia","10_6","JBCOLD_1","","23.3","emelia",20201216,"14_67","2012220-1","4_13_B5","","","","","","20200912_MP4b_bottomiceexp_light_c_1272_16S.exp.","20200912_MP4b_bottomiceexp_light_c_1272_18S.exp.",NA,NA
"20200912_MP4b_bottomiceexp_dark_a_1273_18S.exp.",1273,"20200912_MP4b_bottomiceexp_dark_a","20200912_MP4b_bottomiceexp_dark_a_1273","20200912_MP4b_bottomiceexp_dark_a_1273","PS122/5_61-206 SI_corer_9cm","","DMS ice exp 9","",NA,NA,NA,NA,"experiment","20200917","200","no","emelia","10_7","JBCOLD_1","","14.7","emelia",20201216,"14_68","2012220-1","4_13_B6","","","","","","20200912_MP4b_bottomiceexp_dark_a_1273_16S.exp.","20200912_MP4b_bottomiceexp_dark_a_1273_18S.exp.",NA,NA
